"sha256"," sha1"," md5"," dex_date"," apk_size"," pkg_name"," vercode"," vt_detection"," vt_scan_date"," dex_size"," added"," markets"
"A5C1177C6CA66E3979B457F2E900D023E64BE29D9357AEA7B1EEA26727D932C8","CE55098D731A80AF5713B5C2361C73672E935A25","5B752EEC6CC0B663E2D1F29B23FDDD4B","1980-01-01 00:00:00","18141437","com.mediasoft.bhci","8","0","2019-09-12 02:10:41","9799460","2019-08-11 20:18:04.085092","play.google.com'"
"9EC054B3CD192DA584572D1294613C6C77BD23D1646CEB542A5086C8F324ACD1","FF7F7E4C9710EEABD8352E75F5F967472CBB2A5C","24C08F2BACDFFB7813F8AEF0ACAC1FC8","1981-01-01 01:01:02","7141709","com.bhn.digital.niger","2","0","2022-09-27 18:12:27","7944540","2022-07-23 16:33:25.712844","play.google.com'"
"9D9A6D6F7B58BA12388D6E88ED8D4B60193A5B194B9199DC10A8CF6798919C27","CF8FBDCB8BD7E2A554E0F3E5783BD0A40E93A406","1A8267D71AC483E206AE8FE2037C10CD","1980-01-01 00:00:00","2164641","com.adria.biat.entreprises","1","0","2018-09-05 20:20:44","2010208","2018-09-09 16:24:08.529629","play.google.com'"
"C2C55B5764EE02AB37281DF4106054015A10EF5E889B03691325D5F706C9F9A0","9AD89FA83D54654C8E8EF74B2421887F3AD3C589","C156790AEA7E13DFE68DCC81DCEE0DFD","1981-01-01 01:01:02","10434564","net.bianiger.mbanking","1","0","2022-09-27 09:33:31","5420464","2022-07-21 05:16:23.44136","play.google.com'"
"95D70C65269E0250AE691FD3A78CBBC3857035822205C39A7B32B3F59EE814B1","90604400B3467D6520ACC7529FCBA8C87A49DC46","43FEE9558CFBDE3DD17D812843E4FAA1","2015-12-10 14:28:14","2035348","com.dsira.biciab","1","0","2016-04-11 16:44:03","3397896","2016-04-24 04:52:08.739483","play.google.com'"
"73922BE1A02D950D72936D07FB0D09F3FFFFB4B76D219019CE2E5A0762CBB2A2","C8EDCB18966F44668DC25D83749513B38A6F7321","690DC6AA7C664D0400D4E9DF777E7D1C","2015-12-14 08:51:14","1901265","com.dsira.bicis","1","0","2016-03-28 22:42:30","3397840","2016-03-28 16:27:59.060836","play.google.com'"
"03179908FDEA24A6099346BFD46E1BCB37AE17844F872119B35E82E811015ED0","F2AECD7C4ED153A3DA18DEDAEE006B82755440DC","7B46D801361E09F9855E864171E8A3E2","1980-01-01 00:00:00","57311035","com.mediasoft.bmskibaru","27","0","2022-01-14 17:14:43","9962692","2020-07-21 11:51:01.694663","play.google.com'"
"35174EF30E032A1DD1C77DDF62438602F3A7ED766E1274A9533E9B15869C9B9D","552D5537F818446DA0898A471D401329521F27E4","6DA6CE3DFDEEACEE5EABE7563D4772AC","1980-01-01 00:00:00","55412113","com.mediasoft.bmskibaru","24","0","2022-01-03 13:25:33","7792332","2020-04-11 11:26:57.348547","play.google.com'"
"403A2948FF745FE41696047E88DA884A1CA0751522FB28026FA0BCA023FF4FC3","823C8106632E37BC32ED728C6F37860A24B15D90","2064D73AF964EB54C2D99372DF69E8F4","1980-01-01 00:00:00","16289958","com.mediasoft.bmskibaru","22","0","2019-04-15 02:34:34","8605220","2019-03-14 04:05:24.21417","play.google.com'"
"C0CC13EA56C7F9215590DE32C6B93E38E50D2AAC3F5B68A80C1A953FB7FD9B75","574D6FD23CAD126A093CE27919A11695A1661A10","35AE45E302DCE597788675BA8A28BFD6","1980-01-01 00:00:00","17137858","com.mediasoft.bmskibaru","20","0","2018-11-16 18:10:51","10080808","2018-10-15 06:12:11.126306","play.google.com'"
"B3F928E3FDFABA61F8179641D9A46D32CBB90DBF454CC57CE37DB808B3BCED5D","F0871E676A9F3D32DCB441E41A263EEEB33EE735","9FD635DB8FD164430E3CDF8034B343B6","2017-06-13 11:18:30","2505014","com.mediasoft.bnigeotracker","2","0","2017-12-28 00:21:57","3092928","2018-08-11 00:07:54.103352","play.google.com'"
"8777408D1EDEF2D14B74125418F56C3640177BCAFF418F6948CC5BD10B08802A","BC296B27F7D35548B447926D91EFE51B29328A9F","B9C141ADC9569F3E068A14D6B5C3C50E","1980-01-01 00:00:00","62968227","com.mediasoft.bni","76","0","2022-01-19 12:48:27","10185852","2020-09-07 05:40:56.214434","play.google.com'"
"C84A0B97E1DBB6912C1C1AF79E5FDFF1CD170BCA5B58479500A1F2EB32453EF7","06CF52B00F2F51B900B357645F40656DA8CC1CBF","93BF3E5FEEE422D3C446920A2498D23C","1980-01-01 00:00:00","100956572","com.mediasoft.bni","82","0","2022-02-13 11:08:43","7842568","2021-08-09 07:27:34.491155","play.google.com'"
"E44F6287BB565A76F9285D5BED34D9FE2F801758848F4AB0DD59A085F60AE350","CE201F066851F00237BED19337E2D2951DA50B32","3F7F0D3A005E3C07A7D3BEFE8B771E30","1980-01-01 00:00:00","17062607","com.mediasoft.bni","36","0","2018-10-20 13:02:19","8699612","2018-09-20 05:29:13.7736","play.google.com'"
"F912B700A9B5A79E976FB98AFBB2479C44AAE926E6389CC302002BEBE1E53BB1","E43A1670D76C6A5BAB06ADF3FB8A3D495178208A","1558CDF8EE9D723D0AE6EBE559F06F1B","1980-01-01 00:00:00","57560514","com.mediasoft.bni","64","0","2021-12-28 14:00:01","9729328","2019-10-18 15:47:45.324908","play.google.com'"
